URL	Name	Subject	Section Header	Section Index	PageViews
Ballads_and_Blues_(Miles_Davis_album)	Ballads and Blues (Miles Davis album)	works	external links	19	2858
Highlights_from_the_Plugged_Nickel	Highlights from the Plugged Nickel	works	external links	18	1336
Love_Songs_(Miles_Davis_album)	Love Songs (Miles Davis album)	works	external links	20	1398
Two_Tenors	Two Tenors	works	external links	15	1301
Miles_from_India	Miles from India	works	references	13	1838
The_Africa/Brass_Sessions,_Volume_2	The Africa/Brass Sessions, Volume 2	works	external links	24	0
Miles_Davis_at_Carnegie_Hall	Miles Davis at Carnegie Hall	works	external links	32	5605
File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	file usage	8	60
File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	file usage	8	56
Live_in_Europe_1967:_The_Bootleg_Series_Vol._1	Live in Europe 1967: The Bootleg Series Vol. 1	works	references	18	5541
That%27s_What_Happened:_Live_in_Germany_1987	That's What Happened: Live in Germany 1987	works	external links	14	1263
User_talk:Tassedethe/Archive_3	User talk:Tassedethe/Archive 3	other	quiet nights	335	0
Miles!_The_Definitive_Miles_Davis_at_Montreux_DVD_Collection	Miles! The Definitive Miles Davis at Montreux DVD Collection	works	external links	35	1159
User:Fundamentalbase/draft6	User:Fundamentalbase/draft6	other	first paragraph	0	0
User:Fundamentalbase/draft7	User:Fundamentalbase/draft7	other	guest list	1	0
User:Fundamentalbase/draft1	User:Fundamentalbase/draft1	other	guest list	12	0
Mr._P.C._(composition)	Mr. P.C. (composition)	works	references	16	3599
The_Mastery_of_John_Coltrane,_Vol._3:_Jupiter_Variation	The Mastery of John Coltrane, Vol. 3: Jupiter Variation	works	references	9	1658
The_Mastery_of_John_Coltrane,_Vol._4:_Trane%27s_Modes	The Mastery of John Coltrane, Vol. 4: Trane's Modes	works	references	9	1014
The_Mastery_of_John_Coltrane,_Vol._1:_Feelin%27_Good	The Mastery of John Coltrane, Vol. 1: Feelin' Good	works	references	10	1031
User:Quammy/sandbox	User:Quammy/sandbox	other	track listing cd	35	0
Trane_Tracks:_The_Legacy_of_John_Coltrane	Trane Tracks: The Legacy of John Coltrane	works	references	16	1166
Seven_Steps_to_Heaven_(composition)	Seven Steps to Heaven (composition)	works	see also	16	2306
Joshua_(composition)	Joshua (composition)	works	see also	8	1006
Four_(composition)	Four (composition)	works	references	9	4832
Dig_(composition)	Dig (composition)	works	notes	8	1231
Moment%27s_Notice	Moment's Notice	works	references	7	2643
User:West.andrew.g/Dead_links/Archive_986	User:West.andrew.g/Dead links/Archive 986	other	first paragraph	0	0
File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60
The_New_Sounds	The New Sounds	works	references	15	1311
The_Compositions_Of_Al_Cohn	The Compositions Of Al Cohn	works	references	14	4025
Miles_Davis_Quartet_(album)	Miles Davis Quartet (album)	works	personnel	12	1607
Miles_Davis_All-Star_Sextet_(album)	Miles Davis All-Star Sextet (album)	works	references	13	1724
Miles_Davis_Quintet_(album)	Miles Davis Quintet (album)	works	track listing	5	4907
Miles_Davis_with_Sonny_Rollins	Miles Davis with Sonny Rollins	works	references	15	4946
Miles_Davis_All_Stars,_Volume_1	Miles Davis All Stars, Volume 1	works	personnel	11	4257
Miles_Davis_All_Stars,_Volume_2	Miles Davis All Stars, Volume 2	works	personnel	12	3474
Miles_Davis,_Volume_3	Miles Davis, Volume 3	works	first paragraph	0	2432
Offering:_Live_at_Temple_University	Offering: Live at Temple University	works	external links	23	3167
User:Fundamentalbase/sandbox	User:Fundamentalbase/sandbox	other	guest list	3	0
Live_in_Europe_1969:_The_Bootleg_Series_Vol._2	Live in Europe 1969: The Bootleg Series Vol. 2	works	references	23	3900
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086
User_talk:204.154.122.138	User talk:204.154.122.138	other	february 2016	9	0
Jazz	Jazz	genres	history	287	620490
John_Coltrane	John Coltrane	musicians	external links	101	338347
Bill_Evans	Bill Evans	musicians	biography	41	153642
Weather_Report	Weather Report	musicians	history	20	113046
Kind_of_Blue	Kind of Blue	works	external links	65	152631
John_Scofield	John Scofield	musicians	discography	32	48835
Philly_Joe_Jones	Philly Joe Jones	musicians	discography	37	25551
Bitches_Brew	Bitches Brew	works	personnel	39	98711
Somethin%27_Else_(Cannonball_Adderley_album)	Somethin' Else (Cannonball Adderley album)	works	external links	30	18326
Miles_Ahead	Miles Ahead	works	references	21	22513
Red_Garland	Red Garland	musicians	partial discography	30	22162
Category:Miles_Davis_albums	Category:Miles Davis albums	works	first paragraph	0	1285
Ravi_Coltrane	Ravi Coltrane	musicians	external links	70	25360
Giant_Steps	Giant Steps	works	external links	31	41914
Sheets_of_sound	Sheets of sound	genres	further reading	19	7481
Coltrane_changes	Coltrane changes	genres	external links	70	31178
A_Love_Supreme	A Love Supreme	works	external links	80	59419
Teo_Macero	Teo Macero	musicians	external links	53	9812
Birth_of_the_Cool	Birth of the Cool	works	first paragraph	0	42356
Blue_Train_(album)	Blue Train (album)	works	external links	30	48179
Donna_Lee	Donna Lee	works	further reading	26	10204
Sketches_of_Spain	Sketches of Spain	works	external links	32	35860
%27Round_About_Midnight	'Round About Midnight	works	references	41	19756
Filles_de_Kilimanjaro	Filles de Kilimanjaro	works	external links	41	20180
Giant_Steps_(composition)	Giant Steps (composition)	works	external links	21	12647
Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881
Steamin%27_with_the_Miles_Davis_Quintet	Steamin' with the Miles Davis Quintet	works	first paragraph	0	3805
Workin%27_with_the_Miles_Davis_Quintet	Workin' with the Miles Davis Quintet	works	first paragraph	0	5406
Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	track listing	6	14943
Milestones_(Miles_Davis_album)	Milestones (Miles Davis album)	works	external links	28	28996
Someday_My_Prince_Will_Come_(Miles_Davis_album)	Someday My Prince Will Come (Miles Davis album)	works	personnel	21	18822
Seven_Steps_to_Heaven	Seven Steps to Heaven	works	background	8	17899
E.S.P._(Miles_Davis_album)	E.S.P. (Miles Davis album)	works	references	28	18081
Miles_Smiles	Miles Smiles	works	references	34	17843
Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	external links	19	16553
Nefertiti_(Miles_Davis_album)	Nefertiti (Miles Davis album)	works	references	30	20179
Miles_in_the_Sky	Miles in the Sky	works	external links	27	13502
The_Complete_Live_at_the_Plugged_Nickel_1965	The Complete Live at the Plugged Nickel 1965	works	personnel	32	8250
In_a_Silent_Way	In a Silent Way	works	external links	33	43548
Jack_Johnson_(album)	Jack Johnson (album)	works	external links	44	27986
On_the_Corner	On the Corner	works	external links	27	28014
Get_Up_with_It	Get Up with It	works	first paragraph	0	15523
Big_Fun_(Miles_Davis_album)	Big Fun (Miles Davis album)	works	personnel	43	18406
My_Favorite_Things_(album)	My Favorite Things (album)	works	external links	29	28512
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313
Tutu_(album)	Tutu (album)	works	external links	38	18857
Impressions_(John_Coltrane_album)	Impressions (John Coltrane album)	works	references	26	12996
Monk%27s_Music	Monk's Music	works	external links	30	10122
Porgy_and_Bess_(Miles_Davis_album)	Porgy and Bess (Miles Davis album)	works	external links	36	18365
The_Man_with_the_Horn	The Man with the Horn	works	references	16	9531
Transition_(John_Coltrane_album)	Transition (John Coltrane album)	works	references	19	5485
What_I_Say%3F	What I Say?	other	external links	29	765
Blue_Haze	Blue Haze	works	first paragraph	0	11176
Live-Evil_(Miles_Davis_album)	Live-Evil (Miles Davis album)	works	recording details	37	24533
The_Complete_Bitches_Brew_Sessions	The Complete Bitches Brew Sessions	works	external links	24	5248
Crescent_(John_Coltrane_album)	Crescent (John Coltrane album)	works	references	33	11376
Ol%C3%A9_Coltrane	Olé Coltrane	works	references	25	14816
Coltrane_Plays_the_Blues	Coltrane Plays the Blues	works	references	23	5365
Stellar_Regions	Stellar Regions	works	references	12	5066
Interstellar_Space	Interstellar Space	works	external links	29	16837
Thelonious_Monk_with_John_Coltrane	Thelonious Monk with John Coltrane	works	references	20	12224
Miles_Davis_Volume_2	Miles Davis Volume 2	works	first paragraph	0	8668
Miles_Davis_Volume_1	Miles Davis Volume 1	works	cd track listing	14	6187
Sun_Ship	Sun Ship	works	references	11	5435
%27Round_Midnight_(song)	'Round Midnight (song)	works	other sources	25	23180
Miles:_The_New_Miles_Davis_Quintet	Miles: The New Miles Davis Quintet	works	track listing	15	7655
Walkin%27	Walkin'	works	personnel	14	15121
Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144
Bags%27_Groove	Bags' Groove	works	performers	9	8818
Live_at_the_Village_Vanguard_Again!	Live at the Village Vanguard Again!	works	references	10	7922
Quintet/Sextet	Quintet/Sextet	works	performers	22	0
You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	references	15	12642
Star_People	Star People	works	references	15	8246
Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	external links	27	10925
Amandla_(album)	Amandla (album)	works	external links	11	11868
Decoy_(album)	Decoy (album)	works	references	16	9434
Dingo_(soundtrack)	Dingo (soundtrack)	works	references	9	6826
Doo-Bop	Doo-Bop	works	external links	12	20049
Milestones_(instrumental_composition)	Milestones (instrumental composition)	works	first paragraph	0	1882
Bob_Weinstock	Bob Weinstock	musicians	prestige records	9	2377
The_World_According_to_John_Coltrane	The World According to John Coltrane	works	references	16	1789
The_Complete_In_a_Silent_Way_Sessions	The Complete In a Silent Way Sessions	works	references	20	5281
List_of_jazz_fusion_musicians	List of jazz fusion musicians	musicians	first paragraph	0	22325
Live_in_Japan_(John_Coltrane_album)	Live in Japan (John Coltrane album)	works	references	36	5017
So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	external links	29	16610
Impressions_(instrumental_composition)	Impressions (instrumental composition)	works	notes	9	1925
All_Blues	All Blues	works	references	10	13074
Meditations_(John_Coltrane_album)	Meditations (John Coltrane album)	works	references	11	13055
John_Coltrane_with_the_Red_Garland_Trio	John Coltrane with the Red Garland Trio	works	references	15	9824
Agharta_(album)	Agharta (album)	works	references	65	18511
Miles_in_Berlin	Miles in Berlin	works	track listing	13	3717
Whims_of_Chambers	Whims of Chambers	works	references	17	2054
Ascension_(John_Coltrane_album)	Ascension (John Coltrane album)	works	sources	25	18926
Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273
Pangaea_(album)	Pangaea (album)	works	external links	26	11067
We_Want_Miles	We Want Miles	works	references	41	10438
The_Cellar_Door_Sessions	The Cellar Door Sessions	works	notes	33	6277
Om_(John_Coltrane_album)	Om (John Coltrane album)	works	references	15	10013
Live_at_the_Fillmore_East,_March_7,_1970:_It%27s_About_that_Time	Live at the Fillmore East, March 7, 1970: It's About that Time	works	references	24	2816
Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	external links	35	11162
The_Complete_Jack_Johnson_Sessions	The Complete Jack Johnson Sessions	works	external links	31	5570
Naima	Naima	works	references	14	15276
Lazy_Bird	Lazy Bird	works	sources	7	3326
Coltrane%27s_Sound	Coltrane's Sound	works	references	22	9332
Miles_%26_Monk_at_Newport	Miles & Monk at Newport	works	personnel	26	9399
Freddie_Freeloader	Freddie Freeloader	works	external links	14	10825
Solar_(composition)	Solar (composition)	works	references	10	3873
The_Olatunji_Concert:_The_Last_Live_Recording	The Olatunji Concert: The Last Live Recording	works	references	11	3136
Thelonious_Monk_Quartet_with_John_Coltrane_at_Carnegie_Hall	Thelonious Monk Quartet with John Coltrane at Carnegie Hall	works	references	20	9554
Africa/Brass	Africa/Brass	works	references	35	0
Bags_%26_Trane	Bags & Trane	works	references	19	4335
Ballads_(John_Coltrane_album)	Ballads (John Coltrane album)	works	references	15	14320
Blue_Moods	Blue Moods	works	references	15	8967
Expression_(album)	Expression (album)	works	references	16	10545
Soultrane	Soultrane	works	references	21	13908
John_Coltrane_discography	John Coltrane discography	works	appearances	34	51362
The_Musings_of_Miles	The Musings of Miles	works	external links	17	4106
Flamenco_Sketches	Flamenco Sketches	works	references	9	8227
Blue_in_Green	Blue in Green	works	references	12	16398
John_Coltrane_and_Johnny_Hartman	John Coltrane and Johnny Hartman	works	references	21	14491
The_Complete_1957_Riverside_Recordings	The Complete 1957 Riverside Recordings	works	references	15	2492
Private_Passions	Private Passions	genres	guest list	5	3933
Dakar_(album)	Dakar (album)	works	references	11	4495
Coltrane_(1957_album)	Coltrane (1957 album)	works	references	21	14354
Lush_Life_(John_Coltrane_album)	Lush Life (John Coltrane album)	works	references	17	8658
The_Last_Trane	The Last Trane	works	references	10	1874
The_Believer_(John_Coltrane_album)	The Believer (John Coltrane album)	works	personnel	10	3178
Settin%27_the_Pace	Settin' the Pace	works	references	17	1890
Black_Pearls	Black Pearls	works	references	18	3153
Standard_Coltrane	Standard Coltrane	works	personnel	7	1470
Bahia_(album)	Bahia (album)	works	references	10	4050
Coltrane_Jazz	Coltrane Jazz	works	references	23	12007
The_Avant-Garde_(album)	The Avant-Garde (album)	works	references	50	6193
The_Heavyweight_Champion:_The_Complete_Atlantic_Recordings	The Heavyweight Champion: The Complete Atlantic Recordings	works	references	37	3409
Informal_Jazz	Informal Jazz	works	references	14	1519
The_Prestige_Recordings	The Prestige Recordings	works	track listing	38	2297
Stardust_(John_Coltrane_album)	Stardust (John Coltrane album)	works	references	9	4654
Like_Sonny	Like Sonny	works	references	13	2206
Coltrane_%22Live%22_at_the_Village_Vanguard	Coltrane "Live" at the Village Vanguard	other	external links	27	2640
Duke_Ellington_%26_John_Coltrane	Duke Ellington & John Coltrane	works	references	14	16802
Coltrane_(1962_album)	Coltrane (1962 album)	works	external links	28	9700
The_Major_Works_of_John_Coltrane	The Major Works of John Coltrane	works	references	13	1793
Trane%27s_Blues	Trane's Blues	works	references	9	1915
Coltrane_Live_at_Birdland	Coltrane Live at Birdland	works	references	14	2261
First_Meditations_(for_quartet)	First Meditations (for quartet)	works	notes	11	3154
Jazz_Way_Out	Jazz Way Out	works	references	10	1959
Countdown:_The_Savoy_Sessions	Countdown: The Savoy Sessions	works	references	9	1154
Dial_Africa:_The_Savoy_Sessions	Dial Africa: The Savoy Sessions	works	references	9	1165
Gold_Coast_(album)	Gold Coast (album)	works	personnel	8	1079
Tanganyika_Strut	Tanganyika Strut	works	references	9	2074
The_Complete_Copenhagen_Concert	The Complete Copenhagen Concert	works	personnel	9	682
Wilbur_Harden	Wilbur Harden	musicians	references	21	2134
Infinity_(John_Coltrane_album)	Infinity (John Coltrane album)	works	references	20	2100
The_Classic_Quartet:_The_Complete_Impulse!_Recordings	The Classic Quartet: The Complete Impulse! Recordings	works	personnel	36	3919
Miles_%26_Quincy_Live_at_Montreux	Miles & Quincy Live at Montreux	works	personnel	15	6696
The_Complete_1961_Village_Vanguard_Recordings	The Complete 1961 Village Vanguard Recordings	works	external links	30	4112
High_Step	High Step	works	references	16	2228
Tenor_Conclave	Tenor Conclave	works	references	10	2938
Interplay_for_2_Trumpets_and_2_Tenors	Interplay for 2 Trumpets and 2 Tenors	works	references	13	1372
The_Cats_(album)	The Cats (album)	works	personnel	8	5437
Cattin%27_with_Coltrane_and_Quinichette	Cattin' with Coltrane and Quinichette	works	references	11	3130
Mal/2	Mal/2	works	references	16	0
Wheelin%27_%26_Dealin%27	Wheelin' & Dealin'	works	references	10	2052
A_Blowin%27_Session	A Blowin' Session	works	references	9	2347
Stereo_Drive	Stereo Drive	works	references	10	3003
Kenny_Burrell_%26_John_Coltrane	Kenny Burrell & John Coltrane	other	references	14	0
Mainstream_1958	Mainstream 1958	works	references	13	1613
